price_open,price_high,price_low,price_close
11328.27,11421,11254.6,11367.89
11367.9,11526.34,11350.37,11514.2
11514.2,11840,11409.94,11760.45
11760.45,12070,11678.8,11923.83
11926.7,13261.2,11899.1,12808
12813,13212.24,12686.73,12987.02
12988.2,13037.26,12722.72,12939
12938,13182.83,12884.31,13126.24
13126.34,13363.53,12833,13045
13041.12,13252.89,12773.5,13071.75
13068.79,13799,13057.09,13660
13649.1,13864.89,12891.57,13281.05
13281.06,13660.98,12975,13460
13460,13729.08,13129.26,13571.51
13571.51,14101.46,13420.97,13804.81
13803.69,13907.47,13629.31,13762
13762,13845.68,13215,13563.22
13563.22,14088.08,13287.7,14041.58
14034.35,14277.5,13520.87,14165.54
14165.86,15782.3,14100,15608.21
15610.3,15977.67,15177,15599.95
15599.95,15779.24,14310,14834.09
14834.09,15672.1,14715.98,15482.9
15482.89,15856.9,14817.14,15342.25
15342.1,15482.76,15090.08,15315.03
15315.46,16000,15290.85,15710.87
15710.87,16371.09,15425.3,16300
16308.6,16495,15969.97,16339.56
16339.56,16352.59,15708.24,16086.34
16090.9,16175.6,15786.46,15975.49
15975.49,16894.93,15875.5,16721.1
16723.8,17886.82,16569.5,17679.36
17679.86,18495,17041.47,17800
17790.18,18200,17346.62,17821.58
17821.92,18830.3,17755.81,18675.25
18677.84,18980,18333,18721.21
18721.21,18773.56,17600,18435.2
18432.6,18786.31,18001,18384.82
18380.2,19469,18052.02,19172.84
19172.9,19509.3,18425.1,18721.93
18725.9,18920.91,16200,17170
17172.73,17475,16400,17144.2
17155.43,17933.25,16871.1,17739.85
17736.1,18359.55,17525,18202.04
18195.6,19883.33,16660,19713.94
19713.94,19947.5,18100,18782.97
18778.18,19350,18334,19225.63
19222.45,19625.64,18851.9,19448.4
19446.43,19552.5,18561.6,18658.1
18658.09,19193.07,18500,19153
19158.96,19437,18857.8,19375.6
19375.6,19440,18900,19177.71
19177.08,19300.55,18120,18316.22
18316.22,18654.92,17610,18546.55
18546.55,18563.92,17905,18253.44
18250.3,18293.08,17569.58,18031.5
18031.5,18986.9,18016.03,18821.28
18814.4,19421.03,18628.1,19166.65
19166.65,19350,18967.68,19272.37
19274.33,19567.84,19048.9,19444.6
19443.19,21577.4,19277.66,21359.65
21360.5,23781,21244.04,22826.48
22829.89,23284.68,22329,23137.76
23138.89,24217.38,22719.78,23849.99
23850,24300,23084.9,23476.51
23476.51,24123.83,21864.86,22729.4
22729.4,23853.86,22354.2,23823.27
23824.13,24096.9,22600,23228.35
23226.18,23800,22700.1,23717.96
23718.61,24777.7,23403.82,24704.71
24704.71,26832.85,24485.32,26475.35
26482.64,28395,25634.6,26258.65
26255.16,27487.23,26056.4,27044.13
27039.39,27400,25831.85,27366.35
27376.2,29018.26,27311.73,28897.42
28897.42,29321.9,27844,28990.08
28990.08,29700,28672.3,29412.84
29413.29,33333,29028.7,32225.91
32222.88,34810,31977.45,33080.66
33082.84,33669.76,27632.34,32005.88
32020.22,34536.29,29891.13,34039.05
34043.91,37050.83,33348.27,36859.26
36859.26,40425,36129.05,39505.56
39510.59,42000,36565.08,40667.07
40642.15,41422.77,38765.2,40257.43
40239.06,41470.21,34322.07,38177.58
38164.88,38297.56,30100,35487.44
35434.26,36651.34,32178.29,34038.98
34035.53,37888,32309.04,37390.1
37393.67,40127.66,36676.6,39125.14
39123.05,39700,34298.93,36754.67
36754.6,37949.71,35342.2,36018.64
36004.8,36873.9,33833.55,35820
35820.01,37469.21,34736.46,36624.23
36624.23,37934.2,35888,35917.28
35910.2,36440.1,33374,35503.09
35500,35637.86,30000,30855.95
30855.9,33880,28732,32984.93
32989.1,33496.4,31350,32112.01
32098.38,33088.2,30931.21,32288.56
32293.18,34888,31908.7,32261.87
32260.52,32960.37,30816.2,32504.53
32510.82,32602.71,29150.49,30407.13
30422.6,34000,29890.49,33488.99
33487.92,38665.71,31968.27,34257.22
34266.3,34934.02,32850,34315.63
34315.63,34411.79,32193.7,33137.74
33137.75,34736.1,32320.97,33533.9
33534.39,36008.67,33431.67,35512.67
35500,37794.33,35382.45,37678.37
37688.42,38785.99,36156.45,36975
36975.8,38388.76,36582.9,38311.49
38311.7,41025.48,38221.4,39257
39257,39748.96,37371.35,38871.42
38867.1,46800,38050.97,46425.8
46453.66,48222,45000,46514.73
46493.9,47367.17,43706.86,44850
44850,48703.6,44011,47981.48
47993.6,49000,46231.16,47408.34
47408.34,48224.1,46133,47232.45
47240.75,49714.66,47038.7,48680.69
48655.4,49093.44,45710.5,47936.37
47935.66,50645,47036.02,49158.71
49185.6,52779.6,48896.19,52170.01
52170.01,52600.93,50869.61,51601.73
51596,56407.86,50500,55983.56
55983.57,57563.57,53961.9,55923.52
55921.44,58481.6,55490.5,57492.91
57489.16,57608.08,45002,54142.13
54125.67,54206.22,44845.72,48899.99
48899.99,51459.51,47000,49737.82
49737.81,52107.83,46700,47061.5
47063.9,48476.62,44120.3,46326.2
46324.15,48380.14,45022.9,46180.75
46169.92,46706.2,43016,45231.75
45231.74,49850,45020.25,49639.4
49635.3,50290.97,47050.2,48511.6
48502.18,52737.2,48160,50360
50370.33,51820.4,47500,48330
48370.97,49539.3,46219.32,48769.47
48766.01,49300,47077,48909.84
48909.84,51480,48905.9,50978.61
50976.22,52433.96,49300.01,52415.23
52413.17,54939.26,51845.01,54916.38
54921.61,57402.89,53010,55890.69
55888.7,58155.99,54269,57815.47
57807,58098.5,55011,57234
57220.84,61788.45,56073.2,61174.9
61181.38,61700,58950,58972.7
58972.71,60601.07,54555,55634.81
55629.08,56971.37,52500,56891.1
56924.26,59030.35,53752,58925.54
58925.54,60100,56996.15,57644.95
57644.95,59461.99,56239.55,58039.66
58026.91,59957,57545.2,58116.7
58126.34,58835.6,55500,57391
57377.29,58461.78,53715,54110.07
54111.49,55903.62,52933.03,54361.57
54333.27,57245,51638.76,52276.16
52259.69,53271.59,50305,51325.01
51320.76,55125.13,51239.1,55072.44
55080.9,56686.15,53948.35,55856.53
55856.54,56587.08,54677.51,55778.82
55781.22,58619.7,54889.09,57613.48
57613.76,59397.48,57000,58786.46
58781.1,59816.17,56713.45,58800
58800.01,59490,57917.1,58726.48
58726.47,60103.04,58441.88,58981.04
58981.04,59867.1,56922,57064.42
57094.34,58501,56466.25,58215.94
58216.73,59280,56800,59120
59134.07,59475,57216,58019.98
58024.9,58675.79,55400,55955.75
55962.67,58166.23,55680.4,58083.1
58066.18,58890.4,57538.3,58092.68
58092.68,61222.22,57870,59778.6
59778.59,60680,59165.15,59985.26
59983.66,61234.56,59361.11,59839.82
59836.88,63882.5,59768.5,63587.2
63581,64927.499,61277.91,62971.8
62971.8,63855.37,61998.9,63229.04
63229.04,63604.34,60030,61427.27
61436.23,62636.4,59674,60085.2
60048.82,60443.42,49750,56266.5
56273.65,57633,54187.85,55696.83
55696.83,57145.34,53388.3,56499.29
56505.03,56850,53599.41,53806.24
53795.62,55499.99,50399,51683.95
51709.3,52147.52,47231,51187.1
51177.77,51221.46,48713.34,50089.15
50101.42,50608.94,47000,49121
49121,54419.57,48799.01,54053.6
54060.47,55542.39,53320,55069.62
55077.4,56500,53811.49,54894.03
54889.81,55246.3,52359.001,53580
53580,58075.01,53068.43,57798.77
57798.77,58562.5,57049.63,57859.28
57859.28,57998.44,56064.51,56625.2
56625.21,59004,56500,57212.73
57193.4,57268,53057.7,53241.92
53241.91,57999.8,52913.02,57508.18
57515.7,58465.93,55267,56440.66
56444.82,58750,55288.11,57380.39
57380.39,59583.5,56977.5,58958.05
58951.5,59318.35,56251.5,58317
58313.84,59619,53434.31,55866.41
55866.38,56972.33,54490,56753.19
56753.19,58054,48350,49451
49502.7,52500,45000,49690.11
49711.64,51609,48875.69,49893.48
49893.48,50827.3,46448.53,46775.51
46771.01,49828.8,43700,46450.79
46450.78,46648.5,42080,43580.5
43571.89,45872.05,42023.69,42877.75
42865.05,43616.5,28322.5,36742.3
36735.44,43000,34924.5,40623.33
40623.24,42327,33476.5,37335.16
37333.09,38889.76,35247,37476.83
37476.84,38319.36,31078.7,34718.8
34758.88,39989.9,34407.17,38878.56
38874.53,40000,36481.26,38361.81
38361.81,40934.5,37828.7,39293.23
39293.23,40440.95,37117.09,38579
38556.88,38905.12,34688,35680.47
35680.48,37349,33639,34627.82
34627.81,36521,33333,35669.44
35669.44,37540.96,34183,37279.31
37276.23,37934.3,35660.031,36685
36684.99,38256.4,35920,37577.91
37581.83,39490,37154.13,39248.55
39248.54,39291.24,35576.67,36856.52
36856.53,37935.8,34820,35534.6
35539.97,36510.58,35230.5,35800.48
35800.48,36812.5,33316,33575.91
33567.26,34085.61,30994.25,33402.13
33402.13,37573.99,32408.53,37414
37404.75,38482,35800,36694.05
36694.91,37711.865,35944,37338.44
37340.08,37461.47,34630,35557.33
35557.32,39409.4,34780.57,39034.6
39015.24,41076.03,38734.1,40539.47
40537.93,41380.02,39461.1,40162.37
40158.06,40510.5,38059.01,38351
38351,39600.5,37350,38095.17
38103.94,38216.22,35126,35841.81
35840.96,36464.63,34718.21,35484.79
35484.8,36139.73,33333.01,35585.78
35585.79,35763.8,31238.69,31609.82
31609.82,33352,28600,32538.37
32538.9,35000,31670.89,33688.35
33688.51,35311.2,32300,34654.58
34654.87,35517.22,31271.02,31594.63
31577.3,32741.5,30082.79,32275.19
32275.9,34772.94,31983.883,34675.3
34708.53,35357.13,33864.99,34493.22
34493.22,36675,34233.35,35904.28
35906.17,36101.5,34033,35060
35060,35137.79,32700.88,33516.11
33510.93,34000,32698.5,33805.02
33805.01,34959.72,33310,34688.3
34685.03,35985.71,34381.1,35284.05
35284.06,35305.1,33080.3,33697.78
33697.78,35133.231,33300,34225.73
34225.72,35098.28,33770.01,33885.1
33879.5,33953.5,32100.5,32882.2
32875.95,34137.04,32255.24,33824.26
33824.25,34285,32968.2,33515.35
33515.35,34663.5,33331,34246.9
34246.9,34720,32658.751,33105
33077.43,33346,32190,32734.14
32734.14,33125.55,31555.6,32821.17
32815.75,33198,31064.77,31868.68
31872.49,32264.53,31012.93,31388.06
31389.57,31960.5,31162.7,31533.91
31533.9,32450,31100,31788.25
31786.37,31905.5,30400,30842.03
30842.04,31068.62,29278,29796.16
29796.15,32950,29499,32147.5
32152.68,32611.84,31703.15,32287.74
32287.75,33684.17,31993.5,33647.26
33647.27,34534.32,33419.31,34301.78
34291.67,35451.04,33869.9,35428.26
35428.25,40593.93,35251.54,37262.77
37262.76,39579,36386.19,39470.48
39475.99,40944.5,38786.125,40035.1
40035.1,40665,39229.47,40000
40039.44,42335.5,38304,42237.95
42233.66,42460,41007.51,41488.5
41499,42642.5,39392,39865.41
39859.18,40464.5,38660.01,39152.3
39149.59,39792.83,37558.09,38191.44
38189.4,39973.94,37425,39722.41
39718.9,41447.89,37276.805,40888.74
40888.73,43401.9,39834,42869.58
42869.59,44763.14,42251,44637.34
44628.11,45386.81,43131.97,43845.6
43829.15,46529.02,42784,46279.23
46280,46759,44642.21,45596.74
45601.82,46788,45350.74,45539.85
45570,46236.7,43714.36,44422.14
44422.15,47953.9,44242,47833.64
47833.64,48240.5,46000,47109.65
47109.64,47440.5,45497.5,47014.49
47014.38,48076.52,45654.14,45902.46
45903.22,47185.5,44401.2,44671.58
44675.34,46041.62,44216.47,44707.98
44709.1,47114.99,43935.54,46765.87
46769.02,49436.1,46642,49342.4
49349.99,49835,48237.5,48867.02
48870.21,49567.1,48058.1,49284.63
49284.38,50562.11,49010,49506.5
49504.53,49893.5,47593.66,47682.45
47682.45,49277,47100,48987.33
48991.57,49387.6,46284.8,46848.9
46851.47,49197.64,46361.01,49077.57
49081.08,49325,48244.88,48942.94
48942.89,49685,47768.5,48802.58
48802.58,48916.5,46828,46993.71
46996.8,48274.5,46698.5,47112.5
47110.33,49141.907,46515.5,48839.86
48834.27,50408.447,48615,49279.37
49279.38,51094,48333,50018.6
50025,50570.94,49363.6,49942.98
49944.89,51921,49483.721,51789.17
51768,52813.5,51003.37,52698.81
52698.8,52959,41693.5,46894.5
46894.49,47393,44419.5,46060.36
46059.94,47420,45498.7,46400
46396.26,47040.76,44125,44851.45
44850.37,46001.33,44724.5,45171.83
45173.66,46504.62,44751.5,46024.23
46027.8,46900.5,43367,44947.72
44953.23,47274.92,44648.5,47127.22
47127.81,48481,46702.26,48148.12
48144.03,48515.246,47020.82,47753.16
47753.15,48185.9,46712.14,47303.5
47306.87,48841,47039.5,48314.56
48309.86,48437.21,46832.5,47255.92
47253.71,47358.92,42453,43012.97
43007.69,43655.53,39548.67,40719.6
40736.81,44064,40558,43589.53
43575.19,45015,43096.73,44897.59
44896.55,45200,40671.207,42848.92
42848.44,43021.7,41663,42705.51
42705.51,43957.55,40789.5,43178.02
43172.17,44377.7,42111,42171.76
42166.31,42790.5,40875.6,41026.07
41030.19,42638.99,40750,41522.16
41519.11,44123.5,41409.67,43824.43
43828.89,48500,43276.5,48165.76
48165.76,48392.999,47451,47657.69
47663.74,49300,47119.87,48233.99
48233.99,49530.53,46895.8,49245.54
49244.13,51929.5,49057.18,51493.99
51499.77,55800,50366.4,55339.48
55346.95,55374.5,53289.57,53797.82
53816.16,56194.3,53623.02,53963.82
53965.18,55515.1,53674.69,54962.29
54963.29,56617,51000,54690.53
54689.61,58000,54411.54,57487.44
57490.38,57722,53657,56005.1
56005.1,57839,54223,57367.32
57367.32,58580.4,56776.5,57359.51
57359.51,62944.94,56855.5,61695.39
61690.32,62419,60100.27,60876.5
60867.05,61744.17,58900.2,61527.11
61530.07,62709.5,59013,62042.41
62042.4,64547.5,61298,64303.14
64303.14,67029.999,63506,66014
66021.26,66683,54100,62204.02
62204.01,63773,59952,60687.64
60682.88,61754.5,59610.4,61296.9
61300.02,61497.33,59492.5,60854.48
60847.91,63738,60624.49,63083.54
63081.96,63299.3,59824.2,60337.62
60333.19,61500,57986.02,58455.47
58462.73,62531,56425,60591.65
60591.63,62988.5,60154.53,62276.72
62287.95,62393,60660.02,61892.41
61896.38,62487.97,59973,61343.68
61346.17,62509.5,59400,60949.54
60956.4,64327,60653,63266.51
63266.5,63568.36,59994,62935.41
62935.4,63136.82,60644.2,61444.5
61444.49,62666.52,60769.17,61006.15
61006.14,61614,60109.91,61539.31
61542.43,63346,61388,63300
63300,67832.5,63300,67554.84
67554.13,68568.85,66250,66944.66
66938.76,69060,62700.1,64912.2
64912.2,65625.44,64108.2,64807.59
64807.73,65508,62294.84,64147.9
64144.42,64990,63394.17,64400.01
64394.5,65534.5,63594.5,65505.02
65505.03,66387.4,63348.91,63606.09
63621.05,63628,58563,60107.98
60101.56,60888.5,58380,60351.51
60351.51,60987,56485,56898
56898.46,58412.12,55625,58122.16
58122.15,59900,57423.35,59760.76
59760.76,60090.55,58509.69,58671.21
58671.22,59581.52,55628.57,56280.81
56280.81,57898.5,55128.6,57566.85
57562.65,57758.5,55875.01,57162.66
57158.58,59462.5,57035,58990.14
58994.72,59220,53507.015,53757.67
53757.67,55382,53642.58,54759.05
54759.04,57490,53300,57317.17
57318.51,58931.07,56730,57838.06
57838.06,59250,55910.33,56987.97
56998.35,59118.84,56465.75,57226.5
57226.51,57423.69,55837.5,56521.46
56521.45,57688.9,51409,53638.04
53633.02,53893.4,40150.1,49241.12
49235.26,49796.5,47825.5,49484.22
49484.21,51105,47111,50491.5
50529.56,51995,50062.13,50650.1
50625.24,51269.82,48579.3,50519.68
50520.94,50844.86,47298.4,47568.43
47568.43,50148.49,46855,47170.94
47170.94,49539.4,46759.2,49407.75
49424.47,50828.13,48665.43,50089.64
50089.64,50226.2,45618.84,46727.89
46727.89,48701,46282,48367.43
48359.23,49521.896,46530,48884.78
48878.83,49466.29,47506.21,47634.22
47634.2,48194.13,45453,46166.5
46159.87,47370.14,45501,46859.46
46857.49,48351.92,46420,46687.19
46687.2,47549.8,45565.5,46926.07
46926.07,49353.49,46645.05,48914.7
48914.7,49601,48449.87,48608.62
48608.61,51397.82,48032.16,50842.2
50842.06,51921.5,50440,50851.38
50852.31,51179.36,50142,50428.31
50428.31,51298.5,49427.9,50801.79
50804.33,52130,50470,50717.77
50720.35,50720.35,47300,47548.1
47542.2,48160,46078.327,46471.24
46471.24,47949.3,45926,47122.08
47122.09,48604.75,45530.3,46211.24
